 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit,Track_ID,Particle_ID,Track_Length,Reverse_numbering
27377,21.18,132.20,1918,1355.24,15.60,8460.54,14.36,0,0,60.11,4.53,129.97,1.55,160.65,13.99,147.93,12.87,0,2707.98,3.25,0.28,3,5781,7,7,1
27378,78.01,240.85,1908,4992.44,11.26,15414.18,13.21,0,0,77.70,4.96,132.62,1.62,136.63,10.04,159.94,11.83,0,3361.21,3.11,0.36,3,5782,1,4,4
27379,74.05,239.08,1909,4738.98,16.93,15301.27,12.43,0,0,51.85,5.38,133.31,1.21,125.39,14.79,92.07,10.86,0,1113.46,1.99,0.21,4,5782,2,4,3
27380,63.93,228.34,1912,4091.62,6.17,14613.99,7.81,0,0,143.51,6.38,138.98,1.64,107.03,5.43,135.41,6.86,0,3823.20,6.32,0.58,3,5782,3,4,2
27381,62.29,230.92,1914,3986.40,9.52,14778.95,12.71,0,0,92.05,7.09,136.04,1.64,94.97,8.32,126.85,11.11,0,1426.34,3.44,0.32,3,5782,4,4,1
27382,329.22,107.14,1908,21070.33,11.12,6856.79,12.77,0,0,77.65,5.97,130.88,1.52,111.43,9.76,127.97,11.21,0,1656.39,3.08,0.31,3,5783,1,2,2
27383,336.32,117.49,1909,21524.74,17.68,7519.27,17.24,0,0,52.06,4.51,130.24,1.57,158.30,15.85,154.09,15.53,0,2131.25,2.73,0.22,4,5783,2,2,1
27384,365.54,169.98,1908,23394.55,12.22,10878.73,9.35,0,0,80.12,5.26,131.50,1.42,143.41,10.76,109.70,8.24,0,1994.50,4.19,0.38,3,5784,1,2,2
27385,355.75,167.38,1911,22768.08,6.10,10712.16,9.04,0,0,124.85,6.49,130.15,1.50,90.21,5.33,133.84,7.91,0,2637.96,6.27,0.52,5,5784,2,2,1
27386,130.06,205.87,1909,8323.97,19.14,13175.71,15.36,0,0,51.14,5.11,134.35,1.47,147.92,16.94,118.83,13.58,0,1694.34,2.31,0.20,4,5785,1,3,3
27387,126.30,207.27,1910,8083.23,7.79,13265.25,6.35,0,0,132.63,5.81,126.02,1.54,136.92,6.85,111.65,5.59,0,2454.16,6.59,0.58,3,5785,2,3,2
27388,126.23,209.11,1911,8078.98,8.41,13383.15,10.91,0,0,103.15,5.59,126.39,1.66,120.05,7.45,155.53,9.68,0,2306.95,4.88,0.46,3,5785,3,3,1
27389,377.34,396.14,1909,24149.68,15.24,25352.67,14.22,0,0,64.02,5.59,135.05,1.57,134.69,13.45,125.68,12.55,0,1926.36,2.75,0.25,3,5786,1,2,2
27390,376.68,396.40,1910,24107.27,11.11,25369.41,8.95,0,0,78.11,4.90,128.31,1.28,136.51,9.76,109.99,7.87,0,1158.50,3.42,0.40,3,5786,2,2,1
27391,387.59,253.56,1909,24806.08,12.55,16227.74,13.72,0,0,78.67,8.06,136.63,1.65,94.11,10.93,102.86,11.94,0,2557.07,4.01,0.22,4,5787,1,1,1
27392,418.82,53.53,1909,26804.79,9.39,3426.20,8.07,0,0,108.30,5.73,130.22,1.57,136.94,8.27,117.66,7.11,0,3724.12,5.36,0.48,2,5788,1,2,2
27393,416.39,51.81,1910,26648.76,11.53,3316.08,8.83,0,0,85.18,4.77,129.94,1.45,159.16,10.25,122.09,7.84,0,2956.62,4.36,0.43,3,5788,2,2,1
27394,268.69,191.14,1910,17196.16,14.04,12232.80,17.03,0,0,61.44,5.61,132.08,1.59,118.67,12.40,143.83,15.04,0,2157.93,2.88,0.23,3,5789,1,4,4
27395,263.00,191.73,1911,16832.25,9.28,12270.75,10.03,0,0,89.18,6.63,131.63,1.38,95.85,8.09,103.59,8.74,0,1255.21,4.32,0.35,5,5789,2,4,3
27396,257.78,187.66,1912,16497.71,7.14,12010.08,7.37,0,0,127.87,6.61,131.10,1.50,106.09,6.24,109.52,6.44,0,2741.46,5.25,0.52,3,5789,3,4,2
27397,252.96,185.95,1913,16189.13,16.14,11900.52,11.85,0,0,59.26,4.45,131.48,1.39,165.85,14.43,122.14,10.53,0,2218.07,3.42,0.30,5,5789,4,4,1
27398,6.94,125.76,1911,444.05,5.46,8048.79,5.04,0,0,172.38,7.38,131.58,1.44,97.87,4.75,90.26,4.38,0,0.00,0.00,0.62,4,5790,1,1,1
27399,382.46,269.61,1911,24477.31,14.21,17254.90,10.86,0,0,69.20,6.08,134.94,1.39,124.28,12.42,94.98,9.49,0,1470.48,2.97,0.27,3,5791,1,5,5
27400,378.60,271.36,1913,24230.13,11.39,17366.86,10.04,0,0,96.96,6.06,129.52,1.74,140.70,10.06,124.04,8.87,0,2039.30,3.78,0.39,3,5791,2,5,4
27401,378.45,273.74,1914,24220.66,8.24,17519.55,8.39,0,0,108.79,5.85,130.29,1.49,118.01,7.24,120.16,7.37,0,2811.00,5.32,0.48,3,5791,3,5,3
27402,390.23,272.50,1917,24974.47,13.94,17439.83,14.03,0,0,71.48,6.75,133.19,1.63,113.60,12.21,114.34,12.29,0,1566.66,2.89,0.24,3,5791,4,5,2
27403,392.43,273.46,1919,25115.33,8.62,17501.44,7.79,0,0,110.01,5.08,128.07,1.52,144.23,7.63,130.39,6.90,0,2944.68,6.01,0.53,3,5791,5,5,1
27404,482.61,187.05,1911,30886.94,5.02,11971.26,6.76,0,0,172.87,7.36,127.15,1.62,90.60,4.38,122.03,5.90,0,2711.30,9.14,0.62,3,5792,1,5,5
27405,482.62,186.61,1913,30887.89,5.48,11943.03,5.00,0,0,161.15,6.38,128.06,1.35,106.42,4.78,97.05,4.36,0,3101.68,10.49,0.65,3,5792,2,5,4
27406,482.33,186.66,1915,30869.22,4.61,11946.24,4.34,0,0,199.96,7.13,131.91,1.42,99.20,4.01,93.39,3.77,0,4255.52,11.92,0.70,3,5792,3,5,3
27407,482.76,186.75,1916,30896.89,4.69,11952.30,4.84,0,0,188.02,7.48,130.84,1.42,90.54,4.08,93.41,4.21,0,3489.80,9.08,0.66,4,5792,4,5,2
27408,482.58,186.88,1917,30885.41,5.58,11960.26,5.32,0,0,155.65,6.60,131.53,1.35,101.03,4.86,96.42,4.63,0,2966.71,7.69,0.62,3,5792,5,5,1
27409,492.94,42.40,1911,31548.21,23.07,2713.32,15.32,0,0,48.59,5.30,131.06,1.52,162.93,20.50,108.48,13.55,0,1535.50,2.68,0.18,5,5793,1,1,1
27410,192.81,302.17,1912,12339.52,13.65,19339.12,10.25,0,0,69.46,4.52,132.37,1.39,162.21,12.16,122.07,9.10,0,2286.00,3.32,0.36,3,5794,1,1,1
27411,278.63,454.23,1912,17832.29,4.02,29070.66,3.63,0,0,220.73,6.85,125.52,1.34,99.37,3.49,89.75,3.15,0,3520.55,13.67,0.76,4,5795,1,8,8
27412,278.39,454.33,1915,17816.83,5.32,29077.22,5.52,0,0,163.23,6.49,130.31,1.42,102.88,4.65,106.74,4.82,0,3877.36,9.03,0.65,3,5795,2,8,7
27413,278.49,453.93,1917,17823.54,4.06,29051.35,5.06,0,0,172.02,5.75,130.17,1.25,93.35,3.54,116.46,4.42,0,3109.27,8.54,0.72,3,5795,3,8,6
27414,278.79,454.07,1919,17842.64,4.11,29060.69,4.44,0,0,215.94,7.45,130.08,1.47,91.58,3.58,98.74,3.86,0,2631.50,7.79,0.72,4,5795,4,8,5
27415,278.78,454.32,1920,17842.09,6.08,29076.31,5.89,0,0,171.03,7.66,133.22,1.64,104.22,5.30,100.93,5.13,0,2703.75,6.95,0.59,3,5795,5,8,4
27416,283.88,451.82,1921,18168.63,18.17,28916.17,17.58,0,0,52.72,5.58,134.24,1.57,132.57,16.05,128.23,15.52,0,1168.46,1.86,0.19,5,5795,6,8,3
27417,280.14,445.02,1923,17928.78,10.39,28481.32,11.28,0,0,78.03,4.51,131.27,1.44,139.26,9.25,151.09,10.05,0,3280.91,3.87,0.41,3,5795,7,8,2
27418,279.48,444.27,1924,17886.57,16.71,28433.34,13.97,0,0,60.22,5.95,134.17,1.51,130.18,14.66,108.85,12.27,0,2676.93,2.65,0.22,3,5795,8,8,1
27419,336.08,409.57,1912,21508.89,13.05,26212.31,15.31,0,0,68.31,5.77,134.41,1.61,119.28,11.51,139.90,13.50,0,2526.38,4.09,0.26,3,5796,1,3,3
27420,336.09,407.18,1913,21509.67,8.14,26059.68,10.71,0,0,99.75,5.87,133.24,1.53,106.67,7.16,140.36,9.42,0,2772.61,4.97,0.44,4,5796,2,3,2
27421,333.65,409.64,1914,21353.52,13.84,26216.86,14.18,0,0,66.13,7.63,136.96,1.47,92.12,12.03,94.36,12.32,0,1674.57,2.48,0.19,5,5796,3,3,1
27422,355.84,267.51,1912,22773.58,10.44,17120.41,11.28,0,0,71.57,5.80,135.35,1.25,98.95,9.10,106.93,9.84,0,2079.36,3.86,0.31,3,5797,1,8,8
27423,359.79,264.94,1913,23026.69,5.03,16955.85,6.20,0,0,177.17,7.03,131.21,1.60,97.42,4.40,120.16,5.42,0,3587.79,8.36,0.64,3,5797,2,8,7
27424,359.29,265.04,1915,22994.67,4.13,16962.75,4.31,0,0,206.80,7.17,129.58,1.39,91.42,3.59,95.47,3.75,0,2976.68,10.34,0.72,3,5797,3,8,6
27425,359.51,264.58,1916,23008.59,5.40,16933.12,5.09,0,0,152.41,5.22,125.16,1.31,121.44,4.74,114.45,4.47,0,3043.14,7.99,0.70,3,5797,4,8,5
27426,359.21,264.87,1917,22989.22,4.15,16951.49,3.87,0,0,204.04,6.62,125.46,1.30,98.27,3.61,91.68,3.37,0,2903.14,11.12,0.74,4,5797,5,8,4
27427,359.46,264.82,1918,23005.26,4.11,16948.41,4.82,0,0,197.92,6.97,127.53,1.40,89.64,3.58,105.08,4.19,0,3146.11,9.47,0.71,3,5797,6,8,3
27428,359.25,264.82,1920,22991.78,5.15,16948.70,4.84,0,0,168.54,5.88,125.46,1.36,113.49,4.51,106.57,4.23,0,3429.57,9.60,0.70,3,5797,7,8,2
27429,359.66,264.84,1922,23017.95,3.92,16949.88,3.61,0,0,238.27,7.27,125.39,1.42,98.57,3.41,90.72,3.14,0,3072.11,13.21,0.77,4,5797,8,8,1
27430,344.01,177.11,1913,22016.66,8.10,11335.32,12.90,0,0,84.71,5.19,128.54,1.43,102.07,7.15,162.00,11.45,0,2328.07,4.36,0.41,3,5798,1,1,1
27431,350.08,7.26,1913,22405.41,11.75,464.47,14.23,0,0,74.60,5.88,132.03,1.60,115.02,10.36,139.20,12.53,0,0.00,0.00,0.30,3,5799,1,1,1
27432,371.17,252.27,1913,23754.61,14.49,16145.03,10.90,0,0,78.43,7.20,136.58,1.59,121.32,12.65,91.25,9.51,0,3535.41,4.49,0.26,4,5800,1,2,2
27433,369.78,252.06,1914,23665.90,15.07,16131.86,27.53,0,0,41.28,5.29,129.31,1.38,90.67,13.26,165.06,24.40,0,1825.57,1.96,0.15,5,5800,2,2,1
27434,434.96,310.26,1913,27837.64,5.45,19856.92,4.74,0,0,183.14,6.71,127.31,1.50,114.35,4.76,99.45,4.14,0,2589.70,8.54,0.68,3,5801,1,33,33
27435,434.88,310.40,1914,27832.60,7.38,19865.50,6.67,0,0,143.97,6.73,127.40,1.65,121.42,6.47,109.82,5.85,0,2866.89,5.51,0.56,3,5801,2,33,32
27436,434.80,310.38,1916,27827.07,4.69,19864.26,4.94,0,0,193.69,7.46,127.91,1.48,93.41,4.08,98.53,4.30,0,2630.80,8.29,0.67,4,5801,3,33,31
27437,434.80,310.25,1917,27827.28,4.63,19855.77,4.79,0,0,211.91,8.28,128.78,1.58,91.04,4.03,94.10,4.16,0,2221.84,8.56,0.67,3,5801,4,33,30
27438,435.12,310.36,1918,27847.72,4.45,19863.07,4.61,0,0,198.46,7.14,127.17,1.43,94.96,3.87,98.41,4.01,0,2077.82,9.28,0.70,4,5801,5,33,29
27439,435.00,310.27,1919,27839.94,4.20,19857.46,4.50,0,0,196.62,6.88,130.60,1.36,92.04,3.65,98.83,3.92,0,4137.45,10.40,0.71,3,5801,6,33,28
27440,435.11,310.44,1921,27846.83,4.10,19868.24,3.74,0,0,225.34,7.12,128.05,1.40,99.56,3.56,90.96,3.25,0,3906.55,11.35,0.75,3,5801,7,33,27
27441,434.75,310.25,1922,27824.24,4.19,19855.81,4.44,0,0,215.68,7.19,127.67,1.49,96.50,3.65,102.36,3.87,0,3437.62,10.96,0.73,3,5801,8,33,26
27442,435.07,310.39,1923,27844.79,5.17,19864.78,5.34,0,0,164.42,6.10,126.55,1.40,107.19,4.52,110.64,4.67,0,2819.45,7.16,0.67,3,5801,9,33,25
27443,434.93,310.50,1926,27835.27,5.96,19871.95,5.20,0,0,160.19,6.53,123.76,1.44,112.48,5.20,98.03,4.54,0,1820.88,6.80,0.64,3,5801,10,33,24
27444,434.85,310.56,1928,27830.15,4.03,19875.85,4.24,0,0,195.14,6.27,126.38,1.29,96.35,3.51,101.36,3.69,0,2345.70,10.33,0.74,4,5801,11,33,23
27445,434.72,310.54,1929,27822.06,5.65,19874.80,5.14,0,0,187.32,8.03,129.81,1.61,101.22,4.92,92.05,4.47,0,2914.07,7.73,0.62,4,5801,12,33,22
27446,434.90,310.30,1931,27833.71,4.17,19859.22,3.95,0,0,196.55,6.45,127.19,1.27,97.67,3.63,92.45,3.43,0,2855.59,9.09,0.74,4,5801,13,33,21
27447,434.72,310.46,1932,27821.77,5.24,19869.72,5.48,0,0,179.40,7.71,131.81,1.53,93.52,4.55,97.80,4.76,0,3018.29,9.73,0.62,4,5801,14,33,20
27448,434.96,310.34,1933,27837.40,5.43,19861.89,5.45,0,0,170.31,6.74,127.02,1.49,105.38,4.74,105.86,4.76,0,3318.38,8.45,0.65,3,5801,15,33,19
27449,434.79,310.52,1934,27826.48,5.48,19873.21,5.22,0,0,183.42,7.87,130.18,1.56,98.09,4.77,93.46,4.54,0,2586.73,7.62,0.62,3,5801,16,33,18
27450,434.78,310.18,1935,27825.80,5.04,19851.71,4.09,0,0,201.52,6.69,126.38,1.47,116.73,4.40,94.67,3.57,0,3796.48,10.60,0.72,3,5801,17,33,17
27451,435.02,310.53,1936,27841.02,4.20,19874.07,4.99,0,0,195.01,6.83,131.17,1.43,92.14,3.66,109.39,4.35,0,2587.96,7.94,0.71,3,5801,18,33,16
27452,435.14,310.20,1937,27849.25,4.52,19852.71,4.68,0,0,193.52,7.24,130.05,1.41,92.60,3.93,95.92,4.07,0,2723.46,8.95,0.68,4,5801,19,33,15
27453,434.79,310.25,1938,27826.61,4.68,19856.27,4.80,0,0,206.18,7.87,131.48,1.55,94.06,4.07,96.51,4.18,0,3231.02,9.23,0.67,3,5801,20,33,14
27454,434.89,310.58,1939,27833.23,4.59,19877.25,4.70,0,0,191.90,6.82,127.90,1.43,99.36,4.00,101.57,4.09,0,2851.89,9.01,0.70,3,5801,21,33,13
27455,435.00,310.19,1942,27839.92,5.32,19852.10,5.16,0,0,173.43,6.75,126.77,1.46,105.05,4.64,101.71,4.50,0,3403.57,10.00,0.66,3,5801,22,33,12
27456,434.94,310.63,1945,27835.86,4.26,19880.37,4.20,0,0,217.49,7.66,128.23,1.46,92.82,3.70,91.40,3.65,0,3367.71,10.49,0.71,4,5801,23,33,11
27457,435.07,310.27,1946,27844.55,6.09,19857.12,6.10,0,0,166.21,7.28,129.24,1.64,106.89,5.32,107.01,5.33,0,3682.29,7.87,0.60,3,5801,24,33,10
27458,434.59,310.47,1947,27814.05,5.56,19870.05,5.00,0,0,179.02,7.67,130.65,1.50,99.59,4.83,89.64,4.35,0,2963.52,8.33,0.62,4,5801,25,33,9
27459,434.78,310.30,1949,27826.13,4.72,19859.37,4.82,0,0,175.99,6.59,126.63,1.34,96.88,4.11,98.81,4.19,0,3056.96,10.01,0.68,4,5801,26,33,8
27460,434.71,310.31,1951,27821.55,5.72,19859.75,6.53,0,0,159.75,7.57,131.74,1.56,92.80,4.98,105.90,5.69,0,2292.93,6.87,0.57,4,5801,27,33,7
27461,434.75,310.39,1953,27823.71,3.75,19864.98,3.93,0,0,217.16,6.93,130.09,1.32,90.08,3.25,94.63,3.42,0,2987.39,10.07,0.75,4,5801,28,33,6
27462,434.82,309.93,1954,27828.73,5.69,19835.21,5.31,0,0,168.71,6.94,126.89,1.49,106.28,4.97,99.12,4.63,0,1528.34,6.63,0.63,3,5801,29,33,5
27463,435.05,310.73,1955,27843.01,6.14,19886.45,7.98,0,0,160.58,7.81,129.90,1.82,97.10,5.37,126.19,6.98,0,2345.36,6.01,0.55,3,5801,30,33,4
27464,434.95,310.12,1956,27836.67,4.06,19847.96,3.70,0,0,214.43,6.42,126.47,1.33,104.18,3.54,94.88,3.22,0,4158.89,14.37,0.77,3,5801,31,33,3
27465,435.26,310.25,1957,27856.63,6.09,19855.85,5.85,0,0,156.02,6.52,128.30,1.51,112.15,5.33,107.71,5.12,0,2957.09,7.12,0.62,3,5801,32,33,2
27466,434.97,310.23,1958,27837.79,4.36,19854.59,4.59,0,0,185.52,6.28,126.34,1.33,98.84,3.80,104.08,4.00,0,3126.18,10.11,0.72,3,5801,33,33,1
27467,485.03,416.23,1913,31041.73,15.26,26638.55,18.60,0,0,46.92,5.58,135.27,1.28,98.62,13.34,120.21,16.26,0,1152.46,2.10,0.17,4,5802,1,1,1
27468,377.04,396.31,1914,24130.57,14.32,25364.05,14.67,0,0,63.47,6.28,134.09,1.50,111.31,12.54,114.05,12.85,0,2200.59,3.19,0.22,3,5803,1,31,31
27469,376.39,396.25,1915,24088.87,15.21,25360.30,14.99,0,0,59.31,5.10,131.13,1.51,136.66,13.47,134.67,13.27,0,1448.66,2.87,0.25,4,5803,2,31,30
27470,377.01,395.94,1916,24128.46,13.52,25340.11,15.87,0,0,57.23,5.11,131.95,1.39,116.73,11.91,136.97,13.98,0,1774.91,2.51,0.25,3,5803,3,31,29
27471,377.91,395.99,1917,24186.16,21.20,25343.52,17.17,0,0,46.11,4.72,131.68,1.49,160.11,18.94,130.01,15.28,0,1739.80,2.12,0.18,4,5803,4,31,28
27472,375.87,394.65,1919,24055.66,12.68,25257.62,18.38,0,0,59.43,6.37,138.72,1.47,90.99,11.09,131.78,16.10,0,2903.02,3.22,0.20,4,5803,5,31,27
27473,376.45,395.66,1921,24092.97,11.21,25322.34,11.54,0,0,73.60,5.28,132.33,1.38,120.35,9.86,123.90,10.15,0,2255.05,3.74,0.34,3,5803,6,31,26
27474,376.69,396.22,1922,24107.87,14.73,25358.24,13.50,0,0,71.27,6.73,136.64,1.64,120.11,12.91,110.07,11.83,0,2779.95,3.66,0.24,3,5803,7,31,25
27475,376.53,396.51,1925,24097.82,13.89,25376.62,12.58,0,0,66.43,4.90,135.87,1.48,145.55,12.31,131.91,11.16,0,3235.68,3.00,0.31,3,5803,8,31,24
27476,376.57,396.60,1926,24100.79,15.09,25382.25,10.54,0,0,73.40,6.57,135.68,1.50,129.51,13.18,90.47,9.21,0,1438.32,3.17,0.27,5,5803,9,31,23
27477,377.12,396.05,1927,24135.54,10.11,25347.01,12.71,0,0,72.60,5.45,136.88,1.35,103.77,8.87,130.42,11.14,0,1984.73,2.53,0.33,3,5803,10,31,22
27478,376.33,396.19,1928,24085.16,16.09,25356.37,16.55,0,0,56.59,5.23,138.82,1.55,134.40,14.26,138.25,14.65,0,1806.00,2.32,0.22,4,5803,11,31,21
27479,377.12,396.03,1929,24135.41,11.86,25346.05,12.30,0,0,78.44,6.20,133.75,1.55,115.49,10.41,119.70,10.79,0,1185.48,3.49,0.30,3,5803,12,31,20
27480,376.03,396.51,1930,24066.02,13.93,25376.55,11.67,0,0,70.88,5.32,134.74,1.51,143.19,12.30,120.04,10.31,0,1968.09,2.86,0.31,3,5803,13,31,19
27481,377.11,395.76,1931,24135.08,19.97,25328.82,14.95,0,0,63.83,6.09,136.34,1.86,161.49,17.82,121.24,13.27,0,2412.46,2.62,0.21,3,5803,14,31,18
27482,377.41,395.89,1933,24154.26,18.12,25337.12,15.06,0,0,59.78,6.70,136.87,1.61,124.37,15.86,103.42,13.20,0,948.05,2.73,0.18,3,5803,15,31,17
27483,376.32,396.63,1934,24084.66,16.69,25384.59,13.89,0,0,69.06,8.21,136.42,1.68,107.84,14.53,89.76,12.09,0,802.38,2.67,0.18,4,5803,16,31,16
27484,370.10,387.21,1937,23686.65,5.00,24781.19,4.86,0,0,168.65,5.75,129.21,1.35,112.62,4.37,109.58,4.25,0,2212.00,6.34,0.71,3,5803,17,31,15
27485,370.25,387.90,1939,23696.12,5.97,24825.41,6.97,0,0,139.60,6.63,133.98,1.45,96.56,5.21,112.71,6.08,0,1861.36,4.72,0.56,3,5803,18,31,14
27486,370.65,387.44,1940,23721.36,5.16,24796.46,6.35,0,0,159.56,6.99,131.88,1.46,90.52,4.50,111.38,5.53,0,3613.86,7.14,0.61,4,5803,19,31,13
27487,370.38,387.29,1943,23704.17,6.45,24786.55,6.06,0,0,143.92,6.16,130.12,1.46,115.76,5.64,108.81,5.30,0,2858.34,6.71,0.60,3,5803,20,31,12
27488,370.01,387.42,1944,23680.67,6.11,24794.69,5.64,0,0,148.13,6.65,129.09,1.39,104.46,5.32,96.46,4.92,0,3477.32,9.49,0.59,3,5803,21,31,11
27489,369.86,387.44,1947,23670.85,5.79,24796.39,5.92,0,0,167.75,8.00,134.46,1.56,93.17,5.03,95.25,5.14,0,2752.29,7.93,0.57,4,5803,22,31,10
27490,369.63,387.45,1948,23656.15,6.49,24796.58,8.00,0,0,121.36,6.74,135.01,1.40,89.73,5.65,110.73,6.97,0,2442.00,4.51,0.49,3,5803,23,31,9
27491,369.96,387.33,1949,23677.42,6.63,24789.26,6.63,0,0,120.47,6.07,133.99,1.28,100.94,5.77,100.99,5.78,0,2209.05,5.23,0.54,3,5803,24,31,8
27492,369.78,387.52,1950,23666.03,6.80,24800.98,5.70,0,0,166.60,7.72,134.17,1.67,112.81,5.93,94.58,4.97,0,3345.25,7.45,0.58,3,5803,25,31,7
27493,370.26,387.24,1951,23696.93,5.28,24783.32,5.53,0,0,149.56,6.16,129.70,1.30,98.49,4.60,103.17,4.82,0,2751.80,6.94,0.64,3,5803,26,31,6
27494,370.14,387.86,1952,23688.98,6.64,24822.94,7.74,0,0,144.77,6.61,130.49,1.71,112.04,5.84,130.51,6.80,0,3981.11,6.89,0.56,3,5803,27,31,5
27495,370.00,387.41,1954,23679.79,7.72,24794.46,7.07,0,0,127.90,6.62,129.22,1.53,114.64,6.75,105.00,6.18,0,2755.30,7.59,0.51,3,5803,28,31,4
27496,370.25,387.56,1955,23696.05,5.82,24803.96,6.42,0,0,144.91,6.84,131.50,1.42,94.75,5.07,104.47,5.59,0,2861.54,6.74,0.57,4,5803,29,31,3
27497,370.07,387.61,1957,23684.56,6.15,24807.34,7.30,0,0,141.38,7.25,133.52,1.52,92.06,5.36,109.34,6.36,0,2651.95,7.29,0.53,3,5803,30,31,2
27498,370.07,387.30,1960,23684.47,5.89,24787.16,5.75,0,0,154.53,6.69,130.75,1.44,104.57,5.14,102.05,5.01,0,2964.82,8.19,0.61,3,5803,31,31,1
27499,69.46,214.38,1915,4445.67,11.92,13720.10,10.52,0,0,82.12,5.71,132.07,1.52,132.23,10.49,116.67,9.26,0,2724.55,4.01,0.35,3,5804,1,1,1
27500,256.59,310.02,1915,16421.65,8.91,19841.16,8.05,0,0,106.61,5.37,128.77,1.51,136.47,7.86,123.36,7.11,0,2275.96,4.90,0.50,3,5805,1,2,2
27501,257.68,315.29,1916,16491.43,13.26,20178.85,10.88,0,0,75.35,4.85,127.33,1.54,159.34,11.82,130.82,9.68,0,2702.09,3.63,0.36,3,5805,2,2,1
27502,294.43,467.49,1915,18843.37,11.11,29919.63,9.36,0,0,88.83,5.34,130.43,1.51,142.73,9.81,120.18,8.27,0,2915.04,4.10,0.41,3,5806,1,19,19
27503,291.06,466.52,1916,18628.14,13.19,29857.23,11.73,0,0,78.40,5.08,131.04,1.67,157.54,11.79,140.30,10.46,0,1900.73,3.75,0.35,3,5806,2,19,18
27504,293.56,466.29,1917,18788.10,12.32,29842.47,12.76,0,0,66.30,4.25,125.65,1.43,149.12,11.01,154.21,11.45,0,2448.75,4.17,0.35,4,5806,3,19,17
27505,293.59,474.51,1919,18789.69,9.70,30368.75,12.14,0,0,87.47,5.18,127.64,1.60,126.94,8.62,158.23,10.88,0,2434.39,4.48,0.41,5,5806,4,19,16
27506,291.81,471.15,1920,18675.73,19.44,30153.57,22.89,0,0,49.38,6.25,134.20,1.73,118.47,17.15,139.43,20.18,0,779.30,1.74,0.14,5,5806,5,19,15
27507,296.68,458.94,1923,18987.50,5.75,29372.10,6.44,0,0,160.95,6.67,127.33,1.59,106.78,5.03,119.58,5.64,0,3059.27,8.06,0.62,3,5806,6,19,14
27508,297.01,458.67,1924,19008.33,5.33,29354.60,4.99,0,0,171.01,6.29,128.53,1.43,111.56,4.66,104.31,4.36,0,2955.21,9.63,0.68,3,5806,7,19,13
27509,296.66,459.01,1926,18986.49,4.77,29376.53,4.40,0,0,194.73,6.98,129.08,1.42,102.11,4.15,94.20,3.83,0,2384.82,9.70,0.70,3,5806,8,19,12
27510,296.99,459.06,1927,19007.62,5.18,29379.57,4.39,0,0,168.58,5.67,128.18,1.30,118.48,4.53,100.24,3.83,0,3354.14,9.56,0.72,4,5806,9,19,11
27511,296.96,458.94,1928,19005.63,5.40,29372.18,5.00,0,0,175.33,6.89,131.63,1.46,105.54,4.71,97.75,4.36,0,3350.59,9.45,0.66,3,5806,10,19,10
27512,296.76,458.86,1929,18992.43,4.53,29366.98,4.71,0,0,169.59,5.85,127.33,1.26,100.85,3.95,104.84,4.11,0,3195.66,8.73,0.71,3,5806,11,19,9
27513,296.90,458.93,1930,19001.29,3.83,29371.82,4.07,0,0,233.76,7.49,126.40,1.47,91.67,3.33,97.46,3.54,0,2637.64,12.06,0.75,4,5806,12,19,8
27514,297.09,459.07,1931,19013.59,5.31,29380.73,5.44,0,0,174.65,7.10,129.47,1.51,100.39,4.63,102.83,4.74,0,3011.11,7.38,0.64,3,5806,13,19,7
27515,297.24,458.77,1932,19023.32,5.78,29361.51,5.04,0,0,175.20,6.98,131.33,1.52,111.45,5.04,97.15,4.40,0,3342.45,7.01,0.65,3,5806,14,19,6
27516,296.87,458.91,1934,18999.78,4.33,29370.13,4.27,0,0,207.96,7.02,128.60,1.43,98.34,3.77,96.97,3.71,0,3252.23,11.71,0.72,4,5806,15,19,5
27517,296.88,458.90,1935,19000.11,5.06,29369.91,5.18,0,0,178.23,6.53,130.25,1.47,106.22,4.42,108.80,4.53,0,3457.62,8.35,0.68,3,5806,16,19,4
27518,297.90,456.84,1936,19065.50,8.14,29237.54,11.07,0,0,89.61,5.11,131.05,1.41,110.22,7.18,149.82,9.77,0,2581.71,4.48,0.44,3,5806,17,19,3
27519,292.74,462.26,1937,18735.24,8.31,29584.80,9.66,0,0,100.05,5.60,128.54,1.48,114.47,7.32,133.04,8.50,0,2532.39,5.38,0.46,3,5806,18,19,2
27520,292.46,474.21,1938,18717.19,11.41,30349.18,14.11,0,0,71.46,6.06,131.69,1.48,103.56,10.01,127.97,12.36,0,1331.64,2.73,0.28,3,5806,19,19,1
27521,494.72,50.47,1915,31661.85,10.88,3230.39,6.68,0,0,97.34,5.25,131.95,1.36,155.39,9.58,95.49,5.87,0,2474.27,3.50,0.48,3,5807,1,1,1
27522,192.30,302.52,1916,12307.13,21.39,19361.24,27.62,0,0,39.12,5.06,132.71,1.62,128.26,19.05,165.26,24.67,0,1416.23,1.74,0.12,3,5808,1,1,1
