 ,X_(px),Y_(px),Frame_Number,X_(nm),X_loc_error(nm),Y_(nm),Y_loc_error(nm),Z_(nm),Z_loc_error(nm),Amplitude_fit,Amp_error,BGfit,BGfit_error,SD_X_(nm),SD_X_error(nm),SD_Y_(nm),SD_Y_error(nm),False_positive,IntegratedInt,SNR,R2_fit,Iterations_fit,Track_ID,Particle_ID,Track_Length,Reverse_numbering
2553,238.89,462.92,180,15288.72,13.87,29626.98,11.71,0,0,79.25,6.04,137.03,1.68,140.36,12.23,118.59,10.34,0,2436.43,3.12,0.31,3,600,1,28,28
2554,238.66,463.23,181,15274.45,15.36,29646.79,16.02,0,0,64.44,6.15,136.96,1.68,124.16,13.53,129.49,14.11,0,2618.46,3.40,0.22,3,600,2,28,27
2555,239.04,463.60,182,15298.74,11.51,29670.65,11.69,0,0,88.26,6.39,131.71,1.69,122.56,10.13,124.50,10.29,0,2382.16,4.21,0.34,3,600,3,28,26
2556,239.73,462.93,183,15342.85,14.71,29627.65,10.71,0,0,69.28,5.75,133.17,1.42,136.39,12.89,99.37,9.40,0,1208.12,3.22,0.29,3,600,4,28,25
2557,239.30,463.39,184,15315.47,11.47,29656.87,12.13,0,0,71.87,5.18,134.16,1.41,122.84,10.11,129.92,10.69,0,1517.43,2.68,0.33,3,600,5,28,24
2558,238.94,463.06,186,15292.31,13.08,29635.97,14.18,0,0,71.90,5.48,132.42,1.65,132.63,11.59,143.81,12.58,0,2196.21,3.54,0.29,4,600,6,28,23
2559,239.13,463.56,189,15304.11,9.61,29667.64,11.63,0,0,82.17,5.08,130.66,1.45,120.17,8.50,145.30,10.27,0,2148.95,3.80,0.40,3,600,7,28,22
2560,238.93,463.48,190,15291.66,9.96,29663.00,11.92,0,0,82.47,5.72,132.26,1.48,110.76,8.76,132.51,10.49,0,2369.77,3.41,0.36,4,600,8,28,21
2561,238.98,462.97,191,15294.62,17.29,29630.40,16.05,0,0,60.14,5.44,136.95,1.70,147.77,15.37,137.25,14.26,0,3070.73,2.25,0.22,3,600,9,28,20
2562,239.61,463.34,192,15335.03,10.02,29653.92,9.21,0,0,91.44,5.45,130.72,1.45,129.56,8.82,119.05,8.11,0,1894.66,3.81,0.43,2,600,10,28,19
2563,239.29,463.26,194,15314.48,13.53,29648.81,11.63,0,0,78.22,6.02,135.18,1.63,135.61,11.91,116.59,10.25,0,1781.14,3.17,0.31,3,600,11,28,18
2564,238.33,462.19,195,15252.87,13.61,29579.92,19.60,0,0,59.76,5.64,137.08,1.63,111.44,12.04,160.16,17.38,0,1535.02,2.42,0.22,4,600,12,28,17
2565,238.49,463.21,196,15263.08,8.21,29645.17,11.73,0,0,80.85,5.49,135.56,1.29,92.99,7.18,132.97,10.26,0,1739.70,2.85,0.38,4,600,13,28,16
2566,239.30,462.75,197,15315.17,13.82,29616.32,15.55,0,0,65.19,6.13,136.29,1.57,113.14,12.14,127.34,13.66,0,1649.46,2.77,0.23,3,600,14,28,15
2567,238.60,463.90,198,15270.21,10.09,29689.77,10.52,0,0,86.54,6.81,135.55,1.43,98.52,8.79,102.73,9.16,0,2643.00,4.30,0.33,3,600,15,28,14
2568,239.40,463.95,199,15321.86,9.98,29693.06,9.77,0,0,87.00,6.41,134.96,1.38,104.13,8.71,101.92,8.52,0,2608.45,4.32,0.35,3,600,16,28,13
2569,238.99,463.50,200,15295.54,18.51,29664.08,13.19,0,0,55.95,4.98,133.18,1.46,160.38,16.45,114.53,11.68,0,1472.54,2.50,0.24,4,600,17,28,12
2570,239.29,462.79,202,15314.60,11.50,29618.47,12.53,0,0,75.41,4.98,129.11,1.53,134.57,10.20,146.57,11.14,0,859.61,2.86,0.35,3,600,18,28,11
2571,239.03,463.13,203,15298.24,11.60,29640.41,11.42,0,0,73.27,5.80,136.73,1.37,112.80,10.16,111.01,9.99,0,1868.48,3.00,0.31,3,600,19,28,10
2572,238.59,462.96,205,15269.45,16.85,29629.22,13.86,0,0,65.79,5.30,132.28,1.72,161.75,15.04,133.21,12.35,0,2213.93,3.18,0.26,4,600,20,28,9
2573,239.89,462.92,208,15352.92,15.78,29626.91,17.49,0,0,60.81,5.82,135.30,1.70,127.35,13.96,141.11,15.47,0,1653.79,2.16,0.21,3,600,21,28,8
2574,239.31,463.26,209,15315.97,10.08,29648.87,11.90,0,0,90.30,7.04,135.24,1.60,99.36,8.81,117.30,10.40,0,2613.62,4.17,0.32,4,600,22,28,7
2575,238.80,462.72,210,15283.35,16.08,29614.30,13.61,0,0,60.42,5.12,133.57,1.50,146.69,14.24,124.25,12.05,0,2146.18,2.87,0.26,3,600,23,28,6
2576,239.15,463.30,211,15305.66,15.12,29650.99,14.96,0,0,60.87,4.39,131.94,1.60,162.88,13.63,161.21,13.47,0,3244.21,3.07,0.28,4,600,24,28,5
2577,239.04,463.46,212,15298.33,10.34,29661.14,11.51,0,0,81.51,5.94,132.00,1.45,109.28,9.07,121.64,10.09,0,1419.04,3.17,0.34,3,600,25,28,4
2578,238.43,462.77,214,15259.75,10.54,29617.17,13.35,0,0,81.19,6.23,131.85,1.58,105.81,9.26,133.98,11.72,0,2286.91,3.87,0.32,3,600,26,28,3
2579,238.71,464.18,215,15277.64,12.36,29707.28,12.37,0,0,78.86,6.55,133.16,1.59,114.55,10.83,114.61,10.84,0,1686.20,3.65,0.29,3,600,27,28,2
2580,238.70,462.95,216,15276.56,11.60,29629.11,13.89,0,0,59.40,4.77,131.45,1.24,111.22,10.20,133.23,12.21,0,776.16,2.99,0.29,3,600,28,28,1
2581,256.27,205.16,180,16401.46,9.88,13130.46,8.16,0,0,109.66,6.99,134.36,1.59,119.10,8.63,98.37,7.13,0,2707.02,4.50,0.41,3,601,1,6,6
2582,251.08,208.98,181,16068.81,17.54,13374.64,11.84,0,0,66.78,5.87,132.55,1.59,153.63,15.48,103.81,10.43,0,1922.16,3.02,0.26,4,601,2,6,5
2583,251.28,207.80,182,16081.69,14.32,13299.29,13.69,0,0,73.06,5.67,133.88,1.73,142.63,12.70,136.40,12.15,0,2903.52,3.26,0.28,3,601,3,6,4
2584,245.21,213.60,184,15693.45,9.43,13670.20,12.05,0,0,87.41,5.20,129.82,1.57,122.61,8.36,156.45,10.69,0,2720.39,4.45,0.41,4,601,4,6,3
2585,248.43,203.05,186,15899.80,12.11,12995.01,11.43,0,0,85.74,5.57,130.95,1.71,144.24,10.75,136.10,10.14,0,2716.96,3.85,0.36,3,601,5,6,2
2586,247.40,202.81,188,15833.91,16.72,12980.09,18.14,0,0,52.32,5.84,136.69,1.50,115.29,14.69,125.08,15.93,0,1355.55,2.38,0.18,3,601,6,6,1
2587,296.20,342.47,180,18956.69,13.86,21918.04,12.20,0,0,69.45,5.32,129.97,1.51,139.68,12.25,122.94,10.77,0,2177.91,3.02,0.30,3,602,1,1,1
2588,324.77,457.81,180,20785.40,17.50,29299.77,16.94,0,0,48.96,4.37,130.29,1.45,152.01,15.63,147.12,15.14,0,1490.62,2.39,0.22,4,603,1,3,3
2589,322.06,459.58,181,20611.52,9.59,29413.40,7.66,0,0,113.67,6.66,129.95,1.58,125.89,8.39,100.65,6.71,0,1461.23,4.66,0.45,3,603,2,3,2
2590,331.03,461.76,183,21185.78,7.39,29552.69,8.90,0,0,117.72,5.87,129.31,1.58,114.13,6.51,137.44,7.83,0,2255.80,6.19,0.51,3,603,3,3,1
2591,504.01,208.68,180,32256.47,11.93,13355.63,11.06,0,0,84.87,5.75,132.70,1.63,135.80,10.53,125.98,9.77,0,0.00,0.00,0.36,3,604,1,1,1
2592,95.58,348.44,181,6117.23,10.95,22299.88,7.94,0,0,105.33,5.89,130.17,1.63,151.11,9.66,109.63,7.01,0,2362.86,5.19,0.45,4,605,1,2,2
2593,96.51,347.65,182,6176.71,10.76,22249.34,12.85,0,0,78.28,6.11,133.28,1.50,106.22,9.44,126.78,11.27,0,1242.07,3.61,0.31,3,605,2,2,1
2594,41.23,493.36,182,2638.90,13.35,31574.90,17.53,0,0,57.82,5.11,131.90,1.48,116.66,11.81,153.13,15.52,0,1326.61,2.69,0.24,3,606,1,3,3
2595,46.97,489.87,183,3005.88,7.31,31351.76,10.64,0,0,116.02,7.13,135.35,1.66,91.51,6.40,133.16,9.31,0,3410.18,5.75,0.43,4,606,2,3,2
2596,52.95,477.05,185,3389.03,15.18,30531.35,13.91,0,0,59.90,6.33,135.78,1.40,110.40,13.25,101.18,12.14,0,1496.75,2.64,0.21,3,606,3,3,1
2597,100.92,369.55,183,6458.84,15.38,23651.41,15.10,0,0,58.12,5.19,133.65,1.48,132.84,13.59,130.44,13.34,0,2189.52,2.80,0.24,4,607,1,4,4
2598,100.35,373.04,184,6422.44,9.73,23874.54,8.98,0,0,95.60,5.00,128.59,1.51,143.80,8.63,132.68,7.96,0,2615.46,4.58,0.47,3,607,2,4,3
2599,102.63,371.57,185,6568.05,12.37,23780.47,14.12,0,0,70.19,4.88,130.00,1.59,138.07,11.03,157.36,12.60,0,3691.14,3.56,0.32,3,607,3,4,2
2600,102.39,379.42,186,6552.95,9.10,24282.68,8.26,0,0,101.98,6.50,136.10,1.42,109.74,7.94,99.60,7.21,0,3133.29,5.28,0.42,4,607,4,4,1
2601,281.55,349.77,183,18019.23,6.03,22385.59,9.32,0,0,115.02,5.11,127.49,1.43,104.85,5.32,161.72,8.25,0,2942.75,5.27,0.57,3,608,1,6,6
2602,278.26,343.58,184,17808.62,9.55,21988.89,13.87,0,0,74.11,5.33,131.99,1.41,102.30,8.41,148.52,12.21,0,2162.68,3.91,0.34,3,608,2,6,5
2603,280.18,336.61,186,17931.28,9.57,21543.10,11.92,0,0,83.14,5.43,131.89,1.47,113.12,8.44,140.77,10.49,0,2880.41,5.17,0.38,3,608,3,6,4
2604,280.89,335.94,187,17977.09,14.94,21499.95,17.55,0,0,56.45,5.47,133.85,1.52,118.88,13.18,139.58,15.48,0,1472.73,2.70,0.21,3,608,4,6,3
2605,280.02,336.75,188,17921.09,11.26,21551.84,12.33,0,0,73.33,5.68,136.98,1.42,112.04,9.88,122.62,10.81,0,2981.05,3.74,0.31,3,608,5,6,2
2606,279.72,336.74,189,17901.81,14.07,21551.10,14.94,0,0,64.11,5.19,131.52,1.57,134.43,12.47,142.72,13.24,0,2005.20,2.81,0.27,3,608,6,6,1
2607,158.35,24.55,184,10134.65,21.85,1570.94,15.36,0,0,48.73,6.35,140.89,1.44,128.97,19.09,90.66,13.43,0,1249.46,2.03,0.15,4,609,1,1,1
2608,502.87,204.12,184,32183.96,10.65,13063.54,10.37,0,0,103.44,6.24,130.08,1.83,136.49,9.42,132.85,9.17,0,2640.88,4.46,0.40,3,610,1,10,10
2609,503.42,205.35,187,32218.60,6.77,13142.45,5.87,0,0,155.40,7.34,132.07,1.57,110.00,5.90,95.48,5.12,0,3080.34,7.33,0.57,3,610,2,10,9
2610,503.20,205.25,188,32204.82,6.03,13135.70,6.68,0,0,128.00,5.17,127.91,1.34,114.97,5.30,127.46,5.87,0,3491.73,6.57,0.62,3,610,3,10,8
2611,503.10,205.27,189,32198.34,4.66,13137.17,4.69,0,0,193.79,7.50,130.40,1.44,92.34,4.05,92.93,4.07,0,3409.68,13.09,0.67,4,610,4,10,7
2612,503.16,205.25,191,32202.26,5.64,13135.86,5.34,0,0,160.55,6.52,126.43,1.42,106.80,4.92,101.04,4.66,0,3154.52,9.01,0.64,3,610,5,10,6
2613,503.53,205.21,192,32225.75,4.95,13133.51,4.82,0,0,190.81,7.26,127.28,1.49,99.93,4.31,97.17,4.19,0,0.00,0.00,0.67,3,610,6,10,5
2614,503.39,205.37,194,32217.20,5.24,13143.94,6.43,0,0,167.24,6.83,128.17,1.57,98.65,4.58,121.14,5.62,0,3330.39,7.51,0.63,3,610,7,10,4
2615,503.44,205.38,195,32220.42,5.78,13144.22,6.50,0,0,161.99,7.58,132.55,1.59,94.81,5.03,106.71,5.66,0,3544.55,8.63,0.57,3,610,8,10,3
2616,503.39,205.33,196,32216.98,4.02,13141.07,4.74,0,0,208.38,7.01,129.95,1.45,91.84,3.50,108.19,4.13,0,3782.64,8.48,0.72,3,610,9,10,2
2617,503.37,205.13,197,32215.86,5.77,13128.31,5.93,0,0,154.98,6.77,130.89,1.46,101.53,5.03,104.42,5.17,0,3243.41,6.99,0.61,3,610,10,10,1
2618,400.61,248.75,186,25639.26,15.63,15920.30,16.35,0,0,48.14,6.07,120.15,1.23,95.20,13.61,99.58,14.23,0,37.75,3.01,0.16,4,611,1,1,1
2619,75.16,273.28,187,4810.40,12.29,17489.90,18.92,0,0,62.89,6.11,141.74,1.57,97.41,10.80,149.84,16.63,0,2642.70,2.49,0.22,4,612,1,6,6
2620,78.74,274.29,188,5039.34,17.79,17554.70,16.96,0,0,48.11,4.54,134.30,1.42,145.65,15.84,138.92,15.06,0,1018.04,1.81,0.21,4,612,2,6,5
2621,86.94,273.56,190,5564.07,10.14,17507.66,13.12,0,0,78.15,4.85,132.30,1.53,126.57,9.02,163.48,11.70,0,2938.88,3.69,0.38,4,612,3,6,4
2622,83.50,266.24,191,5343.80,13.86,17039.54,12.32,0,0,80.41,5.94,133.02,1.77,145.04,12.27,129.03,10.92,0,3314.98,4.08,0.31,3,612,4,6,3
2623,79.40,266.27,192,5081.75,7.34,17041.50,8.29,0,0,107.84,4.87,127.34,1.41,125.44,6.49,141.60,7.33,0,2902.52,5.10,0.55,3,612,5,6,2
2624,77.07,263.18,194,4932.69,10.08,16843.58,9.90,0,0,98.69,6.13,134.67,1.63,125.19,8.87,122.90,8.71,0,2654.36,4.28,0.41,3,612,6,6,1
2625,240.45,410.19,187,15388.77,8.17,26252.07,9.09,0,0,116.95,5.68,127.96,1.70,129.99,7.24,144.66,8.06,0,3484.82,6.81,0.51,3,613,1,40,40
2626,239.69,412.84,188,15340.34,6.20,26422.01,6.46,0,0,147.95,6.40,128.28,1.52,110.26,5.43,114.93,5.66,0,3112.36,7.02,0.60,3,613,2,40,39
2627,239.65,412.77,190,15337.56,5.96,26417.47,5.97,0,0,148.37,6.28,127.92,1.43,108.33,5.21,108.53,5.22,0,2917.25,6.37,0.61,3,613,3,40,38
2628,240.16,412.68,191,15370.45,7.19,26411.73,6.03,0,0,132.51,5.90,127.00,1.42,124.25,6.30,104.12,5.28,0,2420.12,6.19,0.58,3,613,4,40,37
2629,240.25,412.82,193,15375.75,5.13,26420.38,4.77,0,0,172.67,6.93,131.06,1.36,98.08,4.46,91.34,4.15,0,2239.09,7.48,0.66,4,613,5,40,36
2630,240.24,413.03,194,15375.18,6.07,26433.70,6.33,0,0,144.92,6.24,129.22,1.46,108.41,5.31,112.92,5.53,0,3424.89,7.54,0.60,3,613,6,40,35
2631,239.91,412.57,196,15354.55,6.26,26404.43,6.55,0,0,138.47,6.88,133.89,1.42,96.82,5.45,101.26,5.70,0,3315.39,7.78,0.55,3,613,7,40,34
2632,240.00,412.93,197,15359.98,4.78,26427.48,4.85,0,0,180.13,6.84,129.51,1.38,96.68,4.16,98.09,4.22,0,3618.29,9.56,0.68,3,613,8,40,33
2633,240.09,412.81,199,15365.74,5.77,26419.74,5.50,0,0,167.25,7.61,130.96,1.50,97.39,5.02,92.81,4.78,0,2921.66,9.04,0.59,4,613,9,40,32
2634,240.03,412.95,200,15362.18,4.59,26428.86,5.47,0,0,164.82,6.33,130.32,1.32,91.82,4.00,109.42,4.76,0,3073.86,8.71,0.67,3,613,10,40,31
2635,239.88,413.16,201,15352.25,7.58,26442.09,6.63,0,0,142.20,6.81,127.22,1.64,121.83,6.64,106.65,5.81,0,3051.07,6.20,0.55,4,613,11,40,30
2636,239.73,412.61,203,15342.78,4.72,26407.29,5.98,0,0,151.10,5.78,124.52,1.30,94.84,4.13,120.19,5.23,0,2214.98,7.28,0.66,3,613,12,40,29
2637,239.77,412.69,205,15345.05,6.88,26412.16,8.25,0,0,129.92,6.59,132.78,1.59,104.26,6.03,125.04,7.22,0,3026.54,6.63,0.52,3,613,13,40,28
2638,239.87,412.91,206,15352.00,4.84,26426.22,4.80,0,0,181.21,6.54,127.52,1.40,103.03,4.22,102.14,4.18,0,3388.11,10.56,0.69,3,613,14,40,27
2639,240.03,412.59,207,15362.24,6.93,26405.53,6.85,0,0,125.41,6.24,131.09,1.39,106.99,6.05,105.76,5.98,0,3110.36,5.50,0.54,3,613,15,40,26
2640,240.01,412.81,208,15360.33,5.62,26419.59,5.36,0,0,169.39,6.66,125.17,1.50,109.92,4.91,104.88,4.68,0,2657.55,6.80,0.65,4,613,16,40,25
2641,239.98,412.86,209,15358.54,4.65,26422.73,4.70,0,0,190.71,7.37,130.68,1.41,92.38,4.04,93.44,4.09,0,2287.84,9.37,0.67,4,613,17,40,24
2642,239.81,413.09,211,15348.08,6.98,26437.61,7.18,0,0,127.80,6.35,132.68,1.47,108.00,6.10,111.09,6.28,0,2618.52,6.08,0.54,3,613,18,40,23
2643,239.74,412.72,212,15343.09,5.94,26413.82,5.86,0,0,155.15,6.79,133.32,1.47,104.32,5.18,102.94,5.11,0,3011.82,8.42,0.60,3,613,19,40,22
2644,240.04,412.86,213,15362.52,5.81,26422.81,5.81,0,0,161.47,7.87,134.20,1.49,91.57,5.05,91.56,5.05,0,2285.12,6.65,0.56,4,613,20,40,21
2645,240.08,412.89,216,15365.15,4.96,26424.91,5.08,0,0,164.47,6.43,128.26,1.32,97.50,4.32,99.86,4.42,0,2895.79,8.90,0.66,3,613,21,40,20
2646,240.04,412.64,217,15362.39,4.51,26408.77,4.50,0,0,187.00,6.87,128.67,1.34,94.20,3.92,94.04,3.91,0,3301.82,11.93,0.69,4,613,22,40,19
2647,240.27,412.85,219,15377.44,5.67,26422.42,6.23,0,0,150.37,6.03,126.62,1.46,108.76,4.96,119.52,5.45,0,3564.39,8.34,0.63,4,613,23,40,18
2648,240.00,412.85,220,15360.05,4.73,26422.39,5.16,0,0,172.52,6.49,130.13,1.37,96.60,4.12,105.33,4.50,0,2854.77,7.36,0.68,3,613,24,40,17
2649,239.98,412.77,221,15358.92,6.19,26417.60,5.55,0,0,157.54,6.77,130.57,1.49,110.78,5.40,99.30,4.85,0,3189.64,7.27,0.61,3,613,25,40,16
2650,239.94,412.92,222,15356.20,5.91,26427.12,7.96,0,0,125.07,5.97,129.96,1.39,95.34,5.17,128.28,6.96,0,2362.18,5.71,0.55,3,613,26,40,15
2651,240.08,412.67,223,15364.89,6.97,26410.71,6.11,0,0,144.99,6.68,127.44,1.53,116.26,6.09,101.91,5.34,0,3692.79,8.12,0.57,3,613,27,40,14
2652,240.18,412.60,225,15371.23,4.59,26406.44,4.66,0,0,188.03,7.25,131.22,1.38,91.44,3.99,92.82,4.05,0,2879.93,7.07,0.67,4,613,28,40,13
2653,239.93,413.19,226,15355.68,5.36,26444.14,5.00,0,0,154.38,6.09,130.22,1.28,104.27,4.67,97.25,4.35,0,2096.98,7.10,0.66,3,613,29,40,12
2654,239.99,412.74,227,15359.26,5.58,26415.32,5.45,0,0,183.42,8.48,132.50,1.60,92.60,4.84,90.55,4.74,0,3551.48,8.70,0.59,4,613,30,40,11
2655,240.03,412.98,228,15361.99,5.10,26430.81,5.99,0,0,159.98,6.38,129.71,1.43,98.29,4.45,115.41,5.23,0,2804.77,7.16,0.65,3,613,31,40,10
2656,240.26,412.87,229,15376.79,4.18,26423.95,4.29,0,0,186.86,6.48,128.62,1.26,92.43,3.63,94.93,3.73,0,3683.36,9.17,0.72,4,613,32,40,9
2657,240.13,412.62,230,15368.11,5.13,26407.51,5.61,0,0,160.39,6.11,129.22,1.39,103.54,4.49,113.12,4.90,0,2643.61,6.79,0.66,3,613,33,40,8
2658,239.68,413.19,231,15339.79,6.09,26444.00,5.31,0,0,176.71,7.09,126.19,1.63,116.68,5.32,101.71,4.64,0,2840.16,8.40,0.64,4,613,34,40,7
2659,239.78,412.89,232,15346.02,5.31,26424.74,5.76,0,0,180.98,7.82,130.39,1.60,94.44,4.63,102.32,5.01,0,3071.02,9.80,0.62,4,613,35,40,6
2660,239.79,412.94,234,15346.41,6.30,26428.19,5.30,0,0,141.73,5.72,128.93,1.33,119.98,5.51,101.09,4.64,0,3518.48,7.99,0.64,3,613,36,40,5
2661,239.42,412.58,235,15323.04,6.36,26405.31,7.25,0,0,134.37,6.16,129.17,1.49,106.83,5.57,121.69,6.35,0,2382.04,4.80,0.57,3,613,37,40,4
2662,240.28,412.88,236,15378.01,6.70,26424.64,7.17,0,0,124.99,6.51,130.71,1.39,98.85,5.84,105.76,6.25,0,743.73,5.35,0.52,4,613,38,40,3
2663,240.02,412.83,237,15361.37,6.78,26420.83,7.66,0,0,142.93,8.04,140.68,1.64,92.57,5.90,104.61,6.67,0,2380.11,5.13,0.49,4,613,39,40,2
2664,240.16,412.61,238,15370.01,4.39,26406.87,4.14,0,0,186.05,6.46,133.85,1.26,96.96,3.82,91.51,3.60,0,3269.18,9.61,0.72,4,613,40,40,1
2665,281.95,111.61,187,18044.99,7.77,7143.30,6.45,0,0,132.02,6.84,130.46,1.50,115.31,6.78,95.66,5.63,0,2990.21,5.72,0.52,4,614,1,1,1
2666,17.20,249.42,188,1100.93,7.67,15962.85,8.42,0,0,114.08,7.38,133.41,1.46,91.00,6.67,99.85,7.32,0,2114.68,6.45,0.42,4,615,1,1,1
2667,59.88,494.60,188,3832.25,10.38,31654.22,12.58,0,0,87.61,6.28,137.97,1.65,111.58,9.13,135.17,11.06,0,1494.34,3.41,0.34,3,616,1,3,3
2668,56.24,495.27,189,3599.53,7.31,31696.97,9.26,0,0,109.51,5.13,128.44,1.51,120.62,6.48,152.49,8.20,0,2105.86,4.03,0.53,3,616,2,3,2
2669,54.98,495.36,190,3518.75,9.17,31702.97,6.74,0,0,126.39,6.96,138.28,1.61,128.05,8.02,94.09,5.90,0,3828.54,5.78,0.48,4,616,3,3,1
2670,203.78,65.07,188,13041.97,17.65,4164.79,14.24,0,0,53.31,5.87,132.00,1.37,123.39,15.44,99.55,12.46,0,1177.75,2.76,0.19,5,617,1,1,1
2671,154.97,490.79,189,9918.31,13.45,31410.35,16.76,0,0,63.62,5.23,136.76,1.62,126.50,11.94,157.44,14.91,0,2964.21,3.24,0.26,4,618,1,5,5
2672,153.63,490.25,190,9832.48,7.80,31376.06,10.17,0,0,99.36,4.85,130.74,1.50,123.77,6.93,161.09,9.05,0,2847.04,4.47,0.50,4,618,2,5,4
2673,166.22,488.21,191,10638.22,9.01,31245.46,8.97,0,0,106.04,5.42,130.80,1.61,136.32,7.98,135.61,7.94,0,2475.12,4.39,0.48,3,618,3,5,3
2674,169.45,483.82,192,10844.69,9.48,30964.51,12.90,0,0,93.36,6.84,135.07,1.69,99.61,8.31,135.60,11.31,0,3033.27,4.28,0.34,4,618,4,5,2
2675,178.33,490.21,194,11412.84,7.67,31373.18,6.83,0,0,128.91,6.24,133.14,1.52,121.96,6.72,108.59,5.99,0,2633.95,5.92,0.54,3,618,5,5,1
2676,464.72,80.72,189,29741.80,12.03,5166.07,19.74,0,0,65.92,6.04,131.83,1.68,101.31,10.62,165.88,17.51,0,2052.80,2.99,0.23,4,619,1,1,1
2677,378.80,194.60,190,24243.42,19.46,12454.55,17.69,0,0,41.68,5.93,121.63,1.24,105.08,16.95,95.51,15.41,0,-17.45,2.41,0.13,5,620,1,1,1
2678,129.85,356.57,191,8310.51,5.63,22820.31,7.52,0,0,127.06,5.18,127.36,1.36,106.39,4.96,142.01,6.61,0,2840.82,6.32,0.61,3,621,1,2,2
2679,135.58,358.35,193,8677.26,6.54,22934.55,5.46,0,0,166.17,7.38,130.42,1.60,113.22,5.71,94.54,4.77,0,3201.93,8.62,0.60,4,621,2,2,1
2680,283.49,418.12,191,18143.25,19.02,26759.53,13.07,0,0,56.57,6.23,136.66,1.44,132.80,16.66,91.29,11.43,0,1511.41,3.00,0.19,4,622,1,1,1
2681,17.16,239.50,192,1097.93,8.66,15327.92,9.98,0,0,101.53,5.43,127.57,1.59,125.18,7.66,144.25,8.83,0,2648.54,4.19,0.46,3,623,1,3,3
2682,26.12,234.04,194,1671.46,8.25,14978.43,7.63,0,0,122.71,5.79,127.15,1.62,134.87,7.28,124.72,6.74,0,2946.61,5.75,0.53,2,623,2,3,2
2683,27.64,229.03,196,1768.87,11.19,14657.86,11.54,0,0,69.52,4.47,125.91,1.33,134.54,9.91,138.77,10.23,0,2626.59,4.17,0.37,3,623,3,3,1
2684,153.04,491.42,192,9794.86,5.82,31451.02,5.13,0,0,184.76,6.84,131.24,1.64,120.99,5.10,106.72,4.50,0,4842.18,9.55,0.67,3,624,1,14,14
2685,152.92,491.93,193,9786.93,4.23,31483.43,4.30,0,0,219.00,7.87,128.30,1.48,90.24,3.67,91.71,3.73,0,2611.12,9.38,0.70,4,624,2,14,13
2686,152.90,491.93,194,9785.91,3.82,31483.26,3.96,0,0,215.40,6.63,129.24,1.33,95.18,3.32,98.70,3.44,0,3278.62,10.85,0.76,4,624,3,14,12
2687,152.92,491.48,195,9786.86,3.58,31455.00,3.76,0,0,240.04,6.90,125.45,1.41,95.64,3.12,100.53,3.28,0,3184.59,11.12,0.78,4,624,4,14,11
2688,152.99,491.52,196,9791.22,5.21,31457.34,5.27,0,0,181.46,7.15,131.00,1.53,101.42,4.54,102.75,4.60,0,3993.05,9.90,0.65,3,624,5,14,10
2689,153.36,491.65,197,9815.01,4.47,31465.88,4.41,0,0,205.24,7.24,133.06,1.45,97.34,3.89,95.88,3.83,0,3723.21,10.98,0.71,3,624,6,14,9
2690,152.93,491.79,198,9787.57,4.42,31474.33,4.58,0,0,223.18,8.03,131.53,1.60,94.14,3.84,97.66,3.98,0,2892.84,8.98,0.70,4,624,7,14,8
2691,152.77,491.57,199,9777.02,4.86,31460.66,4.90,0,0,200.28,7.85,133.22,1.56,95.26,4.23,95.99,4.26,0,2243.71,6.97,0.66,3,624,8,14,7
2692,164.77,488.49,201,10545.13,6.54,31263.09,8.34,0,0,117.10,5.84,132.90,1.41,100.88,5.73,128.70,7.31,0,1515.86,4.80,0.53,3,624,9,14,6
2693,152.87,491.51,202,9783.63,5.13,31456.91,5.31,0,0,181.38,6.60,126.61,1.54,108.45,4.49,112.09,4.64,0,2884.21,9.53,0.68,3,624,10,14,5
2694,152.83,491.62,203,9781.25,3.89,31463.86,4.64,0,0,192.49,6.37,126.69,1.30,90.18,3.39,107.47,4.04,0,3017.66,9.19,0.73,3,624,11,14,4
2695,152.81,491.65,204,9779.97,4.32,31465.33,3.90,0,0,209.75,6.62,125.63,1.38,105.17,3.76,94.92,3.40,0,4066.66,11.68,0.75,3,624,12,14,3
2696,152.85,491.56,205,9782.63,3.88,31459.60,4.80,0,0,231.02,7.64,127.50,1.59,90.14,3.38,111.40,4.18,0,3611.30,13.44,0.73,3,624,13,14,2
2697,152.88,491.71,207,9784.25,5.36,31469.49,5.66,0,0,180.09,6.64,125.97,1.62,111.87,4.70,117.99,4.96,0,3435.75,8.01,0.67,3,624,14,14,1
2698,284.86,245.93,192,18230.89,8.31,15739.36,8.32,0,0,111.14,5.87,131.54,1.52,121.13,7.30,121.34,7.32,0,2867.16,4.51,0.49,3,625,1,1,1
2699,372.89,312.89,192,23865.15,15.74,20024.71,10.49,0,0,63.74,5.22,130.97,1.34,147.90,13.85,98.68,9.22,0,302.34,2.59,0.29,4,626,1,1,1
2700,139.21,414.27,193,8909.76,15.61,26513.05,14.17,0,0,62.76,5.24,130.89,1.58,144.55,13.83,131.28,12.56,0,2095.79,2.74,0.26,3,627,1,1,1
2701,280.36,336.11,193,17943.15,14.45,21510.97,14.55,0,0,56.37,5.23,132.66,1.35,120.05,12.70,120.84,12.78,0,2220.05,2.48,0.24,3,628,1,12,12
2702,279.59,336.05,194,17893.63,12.08,21507.01,14.17,0,0,67.18,5.07,130.86,1.47,123.54,10.69,144.87,12.54,0,2302.29,3.11,0.30,3,628,2,12,11
